['Time', 'Result', 'Bet', 'Lose Streak', 'Martingale Base', 'Martingale Growth', 'Martingale', type, prob, strategy, moeda, caixa, profit, min_profit]
[datetime.datetime(2022, 11, 20, 21, 0, 5, 820217), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Call', 0.57665247, 'Stop Loss', 'EURUSD-OTC', 17969.43, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 1, 5, 986640), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Call', 0.57710725, 'Stop Loss', 'EURUSD-OTC', 17965.19, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 2, 5, 681635), 'win', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Call', 0.5692482, 'Stop Loss', 'EURUSD-OTC', 17974.46, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 3, 5, 830246), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Call', 0.5381282, 'Stop Loss', 'EURUSD-OTC', 17976.18, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 4, 6, 111148), 'loose', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.5132779, 'Stop Loss', 'EURUSD-OTC', 17974.18, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 5, 5, 244081), 'equal', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.5713867, 'Stop Loss', 'EURUSD-OTC', 17974.18, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 6, 5, 415854), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.62211835, 'Stop Loss', 'EURUSD-OTC', 17977.82, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 7, 5, 588074), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6081595, 'Stop Loss', 'EURUSD-OTC', 17979.54, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 8, 5, 843703), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.576084, 'Stop Loss', 'EURUSD-OTC', 17981.26, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 9, 6, 74996), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.57776636, 'Stop Loss', 'EURUSD-OTC', 17979.26, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 10, 5, 955254), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.5866491, 'Stop Loss', 'EURUSD-OTC', 17982.89, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 11, 5, 628519), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.59990954, 'Stop Loss', 'EURUSD-OTC', 17984.61, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 12, 5, 530068), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6084507, 'Stop Loss', 'EURUSD-OTC', 17986.33, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 13, 5, 431575), 'equal', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.60965997, 'Stop Loss', 'EURUSD-OTC', 17986.33, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 14, 5, 476687), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.60309064, 'Stop Loss', 'EURUSD-OTC', 17988.05, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 15, 6, 217695), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.5941097, 'Stop Loss', 'EURUSD-OTC', 17986.05, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 16, 5, 946582), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.58730817, 'Stop Loss', 'EURUSD-OTC', 17981.82, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 17, 5, 654283), 'loose', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.57495534, 'Stop Loss', 'EURUSD-OTC', 17971.05, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 18, 6, 116813), 'win', 32.95515475664674, 3, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.5733035, 'Stop Loss', 'EURUSD-OTC', 17999.39, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 19, 5, 684995), 'loose', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.56466997, 'Stop Loss', 'EURUSD-OTC', 17997.39, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 20, 6, 156542), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.5638481, 'Stop Loss', 'EURUSD-OTC', 17993.16, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 21, 5, 827345), 'win', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.5740623, 'Stop Loss', 'EURUSD-OTC', 18002.43, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 22, 5, 396410), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.5729329, 'Stop Loss', 'EURUSD-OTC', 18004.15, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 23, 5, 740341), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.564515, 'Stop Loss', 'EURUSD-OTC', 18005.87, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 24, 6, 209805), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.56914353, 'Stop Loss', 'EURUSD-OTC', 18007.59, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 25, 5, 816260), 'loose', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.5724711, 'Stop Loss', 'EURUSD-OTC', 18005.59, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 26, 6, 14000), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.5727968, 'Stop Loss', 'EURUSD-OTC', 18009.23, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 27, 5, 658383), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.57887965, 'Stop Loss', 'EURUSD-OTC', 18010.95, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 28, 5, 480309), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6009014, 'Stop Loss', 'EURUSD-OTC', 18008.95, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 29, 5, 196542), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.6034989, 'Stop Loss', 'EURUSD-OTC', 18004.71, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 30, 6, 126335), 'loose', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.5925686, 'Stop Loss', 'EURUSD-OTC', 17993.94, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 31, 5, 563416), 'loose', 32.95515475664674, 3, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.57533884, 'Stop Loss', 'EURUSD-OTC', 17960.99, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 33, 6, 411177), 'win', 2, 0, 2.1165, 1.2023, 3.6783818763774545, 'Put', 0.57909316, 'Stop Loss', 'EURUSD-OTC', 17962.71, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 34, 6, 74886), 'win', 2, 0, 2.1165, 1.2023, 3.6783818763774545, 'Put', 0.59509903, 'Stop Loss', 'EURUSD-OTC', 17964.43, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 35, 6, 262697), 'win', 2, 0, 2.1165, 1.2023, 3.6783818763774545, 'Put', 0.59462625, 'Stop Loss', 'EURUSD-OTC', 17966.15, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 36, 5, 235745), 'loose', 2, 0, 2.1165, 1.2023, 3.6783818763774545, 'Put', 0.5920246, 'Stop Loss', 'EURUSD-OTC', 17964.15, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 37, 5, 873621), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.59788114, 'Stop Loss', 'EURUSD-OTC', 17959.91, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 38, 5, 592707), 'win', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.5986454, 'Stop Loss', 'EURUSD-OTC', 17969.18, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 39, 6, 709765), 'loose', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.585031, 'Stop Loss', 'EURUSD-OTC', 17967.18, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 40, 5, 426724), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.552793, 'Stop Loss', 'EURUSD-OTC', 17962.95, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 41, 6, 167737), 'loose', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.5505669, 'Stop Loss', 'EURUSD-OTC', 17952.18, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 42, 5, 781528), 'win', 32.95515475664674, 3, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.5581869, 'Stop Loss', 'EURUSD-OTC', 17980.52, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 43, 6, 343320), 'win', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.5602379, 'Stop Loss', 'EURUSD-OTC', 17982.24, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 44, 6, 179606), 'win', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.5650168, 'Stop Loss', 'EURUSD-OTC', 17983.96, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 45, 6, 309225), 'win', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.57784134, 'Stop Loss', 'EURUSD-OTC', 17985.68, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 46, 5, 624325), 'win', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.58695334, 'Stop Loss', 'EURUSD-OTC', 17987.4, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 47, 5, 677276), 'win', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.58827424, 'Stop Loss', 'EURUSD-OTC', 17989.12, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 48, 5, 689786), 'loose', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.5837768, 'Stop Loss', 'EURUSD-OTC', 17987.12, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 49, 5, 462520), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.5707246, 'Stop Loss', 'EURUSD-OTC', 17982.89, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 50, 6, 74534), 'win', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.5667891, 'Stop Loss', 'EURUSD-OTC', 17992.16, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 51, 5, 730077), 'loose', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.563238, 'Stop Loss', 'EURUSD-OTC', 17990.16, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 52, 5, 351623), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.5512112, 'Stop Loss', 'EURUSD-OTC', 17993.8, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 53, 6, 213406), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.5435793, 'Stop Loss', 'EURUSD-OTC', 17995.52, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 54, 5, 885815), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.5213243, 'Stop Loss', 'EURUSD-OTC', 17993.52, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 55, 5, 712826), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.5077818, 'Stop Loss', 'EURUSD-OTC', 17997.15, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 56, 6, 49647), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.52961576, 'Stop Loss', 'EURUSD-OTC', 17998.87, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 57, 5, 298284), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.545729, 'Stop Loss', 'EURUSD-OTC', 18000.59, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 58, 5, 980603), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.54268104, 'Stop Loss', 'EURUSD-OTC', 17998.59, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 21, 59, 5, 737101), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.52085066, 'Stop Loss', 'EURUSD-OTC', 17994.36, 0.86, 0.82]
[datetime.datetime(2022, 11, 20, 22, 0, 5, 437830), 'win', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.51632535, 'Stop Loss', 'EURUSD-OTC', 18003.63, 0.86, 0.82]
[datetime.datetime(2022, 11, 21, 5, 42, 6, 195717), 'win', 2, 0, 2.1165, 1.2023, 1, 'Put', 0.6047332, 'Stop Loss', 'EURUSD', 18005.33, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 43, 5, 692152), 'win', 2, 0, 2.1165, 1.2023, 1, 'Put', 0.58141494, 'Stop Loss', 'EURUSD', 18007.03, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 44, 6, 73391), 'win', 2, 0, 2.1165, 1.2023, 1, 'Put', 0.5825149, 'Stop Loss', 'EURUSD', 18008.73, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 45, 5, 333749), 'loose', 2, 0, 2.1165, 1.2023, 1, 'Put', 0.5851348, 'Stop Loss', 'EURUSD', 18006.73, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 46, 5, 863912), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.6081773, 'Stop Loss', 'EURUSD', 18010.32, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 47, 6, 931001), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6263196, 'Stop Loss', 'EURUSD', 18012.02, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 48, 5, 755367), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.636851, 'Stop Loss', 'EURUSD', 18013.72, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 49, 6, 661684), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.64865345, 'Stop Loss', 'EURUSD', 18011.72, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 50, 6, 342710), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.6520144, 'Stop Loss', 'EURUSD', 18015.32, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 51, 5, 887454), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6581741, 'Stop Loss', 'EURUSD', 18017.02, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 52, 5, 559117), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6547888, 'Stop Loss', 'EURUSD', 18018.72, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 53, 6, 6673), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6491606, 'Stop Loss', 'EURUSD', 18016.72, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 54, 5, 346429), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.6490186, 'Stop Loss', 'EURUSD', 18020.32, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 55, 5, 587243), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.66577715, 'Stop Loss', 'EURUSD', 18022.02, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 56, 6, 413114), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.650306, 'Stop Loss', 'EURUSD', 18020.02, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 57, 5, 842396), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.6405306, 'Stop Loss', 'EURUSD', 18015.79, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 58, 5, 457144), 'loose', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.6263843, 'Stop Loss', 'EURUSD', 18005.01, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 5, 59, 6, 454692), 'win', 32.95515475664674, 3, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.6237638, 'Stop Loss', 'EURUSD', 18033.03, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 0, 5, 885456), 'win', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.6343558, 'Stop Loss', 'EURUSD', 18034.73, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 1, 6, 250748), 'loose', 2, 0, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.67179286, 'Stop Loss', 'EURUSD', 18032.73, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 2, 5, 979869), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.7402149, 'Stop Loss', 'EURUSD', 18028.5, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 3, 6, 406717), 'win', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.79163504, 'Stop Loss', 'EURUSD', 18037.65, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 4, 6, 29820), 'loose', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.8173345, 'Stop Loss', 'EURUSD', 18035.65, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 5, 6, 184841), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.8011695, 'Stop Loss', 'EURUSD', 18039.25, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 6, 5, 957697), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.7958423, 'Stop Loss', 'EURUSD', 18040.95, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 7, 5, 651881), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.800574, 'Stop Loss', 'EURUSD', 18042.65, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 8, 6, 39318), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.7908676, 'Stop Loss', 'EURUSD', 18044.35, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 9, 5, 953861), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.7690925, 'Stop Loss', 'EURUSD', 18046.05, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 10, 5, 688358), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.7351482, 'Stop Loss', 'EURUSD', 18047.75, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 11, 5, 566637), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.7141944, 'Stop Loss', 'EURUSD', 18049.45, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 12, 6, 230126), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.7081036, 'Stop Loss', 'EURUSD', 18051.15, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 13, 5, 788263), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6940755, 'Stop Loss', 'EURUSD', 18049.15, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 14, 5, 552203), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.6703737, 'Stop Loss', 'EURUSD', 18052.75, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 15, 6, 463274), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.63338214, 'Stop Loss', 'EURUSD', 18054.45, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 16, 5, 938723), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.6019309, 'Stop Loss', 'EURUSD', 18056.15, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 17, 5, 869709), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.60351974, 'Stop Loss', 'EURUSD', 18057.85, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 18, 5, 641647), 'win', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.5891465, 'Stop Loss', 'EURUSD', 18059.55, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 19, 6, 10881), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.59470975, 'Stop Loss', 'EURUSD', 18057.55, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 20, 6, 199264), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.6024661, 'Stop Loss', 'EURUSD', 18061.15, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 21, 5, 339637), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.5846387, 'Stop Loss', 'EURUSD', 18059.15, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 22, 6, 24034), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.56420326, 'Stop Loss', 'EURUSD', 18062.74, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 23, 6, 613015), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.5606125, 'Stop Loss', 'EURUSD', 18060.74, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 24, 6, 135331), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.5898874, 'Stop Loss', 'EURUSD', 18064.34, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 25, 5, 334608), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.65208083, 'Stop Loss', 'EURUSD', 18062.34, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 26, 6, 43509), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.69898367, 'Stop Loss', 'EURUSD', 18058.11, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 27, 6, 12434), 'win', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.7812416, 'Stop Loss', 'EURUSD', 18067.26, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 28, 5, 341491), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.806312, 'Stop Loss', 'EURUSD', 18068.96, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 29, 5, 894030), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.8205562, 'Stop Loss', 'EURUSD', 18070.66, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 30, 5, 656319), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.80401367, 'Stop Loss', 'EURUSD', 18072.36, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 31, 6, 387116), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.80587095, 'Stop Loss', 'EURUSD', 18074.06, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 32, 6, 115761), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.7960108, 'Stop Loss', 'EURUSD', 18075.76, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 33, 6, 167298), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.76818645, 'Stop Loss', 'EURUSD', 18077.46, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 34, 6, 218477), 'loose', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.7338053, 'Stop Loss', 'EURUSD', 18075.46, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 35, 5, 760901), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.7241551, 'Stop Loss', 'EURUSD', 18071.23, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 36, 5, 957458), 'loose', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.7048288, 'Stop Loss', 'EURUSD', 18060.46, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 37, 5, 856847), 'loose', 32.95515475664674, 3, 2.1165, 1.2023, 3.059454276284999, 'Put', 0.6761126, 'Stop Loss', 'EURUSD', 18027.51, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 39, 6, 331847), 'win', 2, 0, 2.1165, 1.2023, 3.6783818763774545, 'Put', 0.61963487, 'Stop Loss', 'EURUSD', 18029.21, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 40, 6, 413004), 'loose', 2, 0, 2.1165, 1.2023, 3.6783818763774545, 'Put', 0.5693297, 'Stop Loss', 'EURUSD', 18027.21, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 41, 6, 61030), 'loose', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.6471905, 'Stop Loss', 'EURUSD', 18022.97, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 42, 5, 630902), 'win', 10.771579432349997, 2, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.6557914, 'Stop Loss', 'EURUSD', 18032.13, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 43, 5, 707453), 'win', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.6612174, 'Stop Loss', 'EURUSD', 18033.83, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 44, 7, 63819), 'loose', 2, 0, 2.1165, 1.2023, 2.5446679499999996, 'Put', 0.7061595, 'Stop Loss', 'EURUSD', 18031.83, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 45, 6, 154484), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.73105586, 'Stop Loss', 'EURUSD', 18035.43, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 46, 5, 376624), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.73626757, 'Stop Loss', 'EURUSD', 18033.43, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 47, 5, 587919), 'win', 4.233, 1, 2.1165, 1.2023, 2.1165, 'Put', 0.7546583, 'Stop Loss', 'EURUSD', 18037.02, 0.85, 0.82]
[datetime.datetime(2022, 11, 21, 6, 48, 5, 922797), 'loose', 2, 0, 2.1165, 1.2023, 2.1165, 'Put', 0.7474196, 'Stop Loss', 'EURUSD', 18035.02, 0.85, 0.82]
